obsID,precinct,zone,group,mail.pp,phone.pp,lit.pp,text.pp,applied,mail.apply,phone.apply,lit.apply,text.apply,voted,mail.voted,phone.voted,lit.voted,text.voted
5543,London Grove S,3,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5544,New London,3,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5545,London Grove S,3,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5546,New London,3,1,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
5547,London Grove S,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5548,London Grove Ch,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5549,Lower Oxford W,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5550,New London,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5551,London Grove S,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5552,Londonderry,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5553,New London,3,9,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
5554,London Grove Ch,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5555,Oxford E,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5556,Oxford E,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5557,Oxford E,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5558,New London,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5559,London Grove S,3,7,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
5560,London Grove S,3,4,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
5561,London Grove S,3,4,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
5562,New London,3,6,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
5563,Lower Oxford W,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
5564,London Grove S,3,6,Y,N,Y,N,N,N,N,N,N,polls,N,N,N,N
5565,Londonderry,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5566,London Grove S,3,2,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
5567,London Grove S,3,2,N,Y,N,N,N,N,N,N,N,polls,N,N,N,N
5568,London Grove Ch,3,9,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5569,New London,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5570,New London,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5571,Londonderry,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5572,Londonderry,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5573,New London,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5574,Oxford E,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5575,London Grove S,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5576,London Grove S,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5577,Londonderry,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5578,Londonderry,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5579,Londonderry,3,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5580,Londonderry,3,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5581,London Grove S,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5582,London Grove S,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5583,New London,3,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5584,London Grove S,3,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5585,Oxford W,3,10,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
5586,London Grove S,3,7,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
5587,Oxford W,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
5588,New London,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5589,New London,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5590,Lower Oxford E,3,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5591,Lower Oxford E,3,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5592,Lower Oxford E,3,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5593,London Grove S,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5594,New London,3,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5595,Londonderry,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5596,Londonderry,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5597,New London,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5598,New London,3,5,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
5599,New London,3,9,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5600,New London,3,9,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
5601,New London,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5602,New London,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5603,London Grove S,3,4,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
5604,Oxford W,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5605,London Grove S,3,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5606,Oxford W,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5607,London Grove Ch,3,3,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
5608,Oxford E,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5609,Oxford E,3,3,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
5610,Oxford W,3,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5611,Oxford W,3,7,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
5612,Oxford E,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5613,London Grove S,3,8,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
5614,London Grove S,3,8,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
5615,London Grove S,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5616,London Grove S,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5617,Lower Oxford W,3,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5618,Oxford W,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5619,Londonderry,3,7,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
5620,London Grove S,3,8,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
5621,New London,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5622,Oxford E,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5623,Oxford W,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5624,London Grove S,3,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5625,London Grove S,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5626,London Grove S,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5627,London Grove S,3,10,N,N,Y,Y,N,N,N,N,N,polls,N,N,N,N
5628,Lower Oxford W,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5629,Oxford W,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5630,Oxford W,3,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
5631,Oxford W,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5632,Oxford E,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5633,London Grove S,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
5634,Oxford W,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5635,New London,3,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5636,London Grove S,3,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5637,Oxford W,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5638,Londonderry,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5639,Londonderry,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5640,Lower Oxford W,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
5641,Londonderry,3,7,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
5642,Lower Oxford W,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
5643,Lower Oxford E,3,8,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
5644,Lower Oxford E,3,8,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
5645,New London,3,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5646,London Grove S,3,7,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
5647,New London,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5648,London Grove Ch,3,7,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
5649,London Grove Ch,3,7,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
5650,London Grove S,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5651,London Grove S,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5652,Lower Oxford W,3,4,N,N,N,Y,N,N,N,N,N,polls,N,N,N,N
5653,London Grove S,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5654,New London,3,8,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
5655,Oxford W,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5656,Oxford W,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
5657,New London,3,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5658,Oxford W,3,9,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5659,London Grove Ch,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5660,London Grove S,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5661,London Grove S,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5662,Lower Oxford E,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5663,London Grove Ch,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5664,Oxford E,3,7,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
5665,Oxford E,3,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5666,Oxford E,3,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5667,New London,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5668,Lower Oxford E,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5669,London Grove S,3,9,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
5670,London Grove S,3,9,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
5671,Oxford E,3,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5672,Lower Oxford E,3,5,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
5673,Oxford W,3,2,N,Y,N,N,N,N,N,N,N,polls,N,N,N,N
5674,London Grove S,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5675,London Grove S,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5676,Oxford W,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5677,Lower Oxford W,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5678,Oxford W,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5679,Oxford E,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5680,New London,3,6,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
5681,London Grove Ch,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5682,Londonderry,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5683,Lower Oxford W,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5684,Londonderry,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5685,New London,3,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5686,London Grove S,3,3,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
5687,London Grove S,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5688,London Grove S,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5689,Oxford E,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5690,London Grove S,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5691,London Grove S,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5692,Oxford W,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5693,London Grove S,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5694,Londonderry,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5695,London Grove S,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5696,Oxford W,3,8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
5697,London Grove S,3,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5698,London Grove S,3,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5699,London Grove S,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5700,London Grove S,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5701,New London,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5702,New London,3,2,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
5703,New London,3,2,N,Y,N,N,N,N,N,N,N,polls,N,N,N,N
5704,New London,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5705,Lower Oxford W,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5706,New London,3,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5707,London Grove S,3,8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
5708,New London,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5709,New London,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5710,London Grove Ch,3,7,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
5711,New London,3,7,Y,N,N,Y,N,N,N,N,N,polls,N,N,N,N
5712,Lower Oxford W,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5713,Londonderry,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5714,New London,3,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
5715,London Grove S,3,9,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5716,London Grove Ch,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5717,London Grove S,3,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5718,New London,3,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5719,New London,3,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5720,Lower Oxford W,3,9,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N
5721,New London,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
5722,New London,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5723,Oxford E,3,7,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
5724,Oxford W,3,5,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
5725,Oxford W,3,5,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
5726,Oxford W,3,8,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
5727,New London,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5728,New London,3,9,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5729,London Grove S,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
5730,London Grove S,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5731,London Grove Ch,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5732,London Grove S,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5733,Londonderry,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5734,Londonderry,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5735,New London,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5736,Lower Oxford W,3,2,N,Y,N,N,N,N,N,N,N,polls,N,N,N,N
5737,Londonderry,3,10,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5738,Oxford W,3,9,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
5739,Lower Oxford W,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
5740,Oxford W,3,9,N,N,N,Y,N,N,N,N,N,polls,N,N,N,N
5741,New London,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5742,Lower Oxford W,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5743,Oxford W,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5744,Lower Oxford W,3,7,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
5745,Londonderry,3,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5746,New London,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5747,London Grove S,3,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5748,Lower Oxford W,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5749,London Grove S,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5750,London Grove S,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5751,Londonderry,3,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5752,Oxford W,3,9,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5753,Londonderry,3,10,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
5754,Oxford W,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5755,New London,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5756,London Grove S,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5757,London Grove S,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
5758,Oxford W,3,2,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
5759,Oxford W,3,2,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
5760,Londonderry,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5761,Oxford W,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
5762,Oxford W,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
5763,Londonderry,3,2,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
5764,New London,3,3,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
5765,New London,3,2,N,Y,N,N,N,N,N,N,N,polls,N,N,N,N
5766,New London,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5767,Oxford W,3,9,N,N,N,Y,N,N,N,N,N,polls,N,N,N,N
5768,Lower Oxford W,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5769,London Grove S,3,10,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
5770,London Grove S,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5771,Oxford E,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5772,Oxford E,3,3,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
5773,Oxford E,3,3,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
5774,New London,3,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5775,London Grove Ch,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5776,Oxford W,3,7,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
5777,London Grove Ch,3,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5778,Oxford W,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5779,London Grove Ch,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5780,London Grove Ch,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5781,London Grove Ch,3,4,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
5782,Oxford E,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5783,Oxford W,3,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5784,Oxford W,3,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5785,Oxford E,3,8,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
5786,Oxford W,3,8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
5787,New London,3,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5788,Londonderry,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5789,Oxford W,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5790,New London,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5791,New London,3,7,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
5792,London Grove S,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
5793,New London,3,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5794,Oxford W,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5795,New London,3,9,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5796,Lower Oxford E,3,8,N,Y,Y,N,N,N,N,N,N,polls,N,N,N,N
5797,Lower Oxford E,3,8,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
5798,London Grove S,3,3,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
5799,London Grove S,3,3,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
5800,Lower Oxford W,3,9,N,N,N,N,N,N,N,N,N,polls,N,N,N,N
5801,London Grove S,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5802,London Grove S,3,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
5803,London Grove S,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5804,Lower Oxford W,3,9,N,N,N,Y,N,N,N,N,N,polls,N,N,N,N
5805,Londonderry,3,10,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5806,New London,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5807,New London,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5808,New London,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5809,London Grove S,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5810,New London,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5811,Londonderry,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5812,Londonderry,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5813,Londonderry,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5814,Oxford W,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
5815,Oxford W,3,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5816,New London,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5817,Londonderry,3,7,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
5818,London Grove S,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5819,London Grove S,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5820,Oxford W,3,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5821,London Grove S,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5822,New London,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5823,New London,3,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
5824,New London,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5825,Londonderry,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5826,Londonderry,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5827,Oxford E,3,10,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
5828,Oxford E,3,10,N,N,Y,Y,N,N,N,N,N,polls,N,N,N,N
5829,London Grove S,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5830,London Grove S,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
5831,Oxford E,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5832,Oxford E,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5833,Oxford W,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5834,Londonderry,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5835,Oxford E,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5836,London Grove S,3,8,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
5837,Oxford W,3,8,N,Y,Y,N,N,N,N,N,N,polls,N,N,N,N
5838,London Grove S,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
5839,London Grove S,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5840,London Grove Ch,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5841,Oxford W,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5842,Oxford W,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5843,Londonderry,3,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5844,Oxford E,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5845,London Grove S,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5846,New London,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5847,London Grove S,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5848,London Grove S,3,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
5849,Oxford W,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5850,New London,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5851,Oxford E,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5852,London Grove S,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5853,Oxford E,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5854,London Grove S,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5855,London Grove S,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5856,Oxford W,3,9,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5857,New London,3,8,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
5858,Lower Oxford E,3,9,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5859,Lower Oxford E,3,9,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
5860,London Grove S,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5861,Oxford E,3,5,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
5862,Lower Oxford W,3,7,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
5863,Lower Oxford W,3,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5864,Oxford E,3,5,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
5865,London Grove S,3,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5866,Oxford W,3,7,Y,N,N,N,N,N,N,N,N,polls,N,N,N,N
5867,London Grove S,3,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
5868,New London,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5869,New London,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5870,Londonderry,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5871,London Grove S,3,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5872,Oxford W,3,6,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
5873,Oxford W,3,3,N,N,Y,N,N,N,N,N,N,polls,N,N,N,N
5874,London Grove Ch,3,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5875,New London,3,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
